WFST_ID,ra,dec,z,z_err,z_type,confidence,t0_mcmc,t0_err,tE_mcmc,tE_err,u0_mcmc,u0_err,A_max,g_s,g_base,r_s,r_base,i_s,i_base,chi2,dof,chi2/dof,source,type,external_match,logMBH_lamost,logMBH_method_lamost,logL_lamost,logL_wave_lamost,broad_fwhm_lamost,broad_ew_lamost,logMBH_SDSSDR16Q,logMBH_method_SDSSDR16Q,logL_SDSSDR16Q,logL_wave_SDSSDR16Q,broad_fwhm_SDSSDR16Q,broad_ew_SDSSDR16Q
WFST_007322552-13181023,7.322551571057542,-13.181023377690334,1.3379627466201782,0.0987503937530518,phot,med,59523.78,+3.43/-3.52,366.69,+6.64/-6.51,0.898,+0.011/-0.015,1.43,17.74,17.72,17.81,17.44,17.94,17.41,1777.4,706,2.52,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_008689054+27786444,8.689054007750585,27.786444151209366,0.8201753818273125,0.0001899605187711,spec,med,59101.15,+2.88/-2.96,381.09,+12.71/-10.24,0.768,+0.018/-0.030,1.57,19.60,19.55,19.40,19.20,19.43,18.93,2028.2,1462,1.39,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QRX,-,,,,,,,9.048384,MgII,45.241040,3000,5881.251165,30.819064
WFST_009055773-00517493,9.0557733,-0.5174928,1.638,,spec,med,59222.24,+2.81/-2.76,400.09,+23.87/-15.33,0.658,+0.029/-0.051,1.76,19.33,19.23,19.50,19.04,19.63,18.76,1103.7,828,1.33,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.209983,MgII,45.916533,3000,4373.871901,32.876958
WFST_010388891+35438344,10.388891,35.438344,0.88989,,spec,med,58906.07,+1.65/-1.75,384.42,+19.42/-12.09,0.780,+0.038/-0.059,1.56,18.93,18.68,18.76,18.63,19.10,18.65,4016.3,1506,2.67,"LAMOST_DR1_5,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.363212,MgII,45.303494,3000,8082.074,84.378,8.552685,MgII,45.368031,3000,3035.657571,27.160806
WFST_014158937-16494965,14.158936590821254,-16.494964701932368,0.70772374,,phot,med,59848.84,+3.50/-3.51,163.03,+25.36/-16.66,0.563,+0.066/-0.106,1.98,20.14,19.86,20.27,19.19,,,748.8,510,1.47,"QZO,GAIA,CATWISE,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_014693808+04314887,14.6938082,4.3148869,0.488,,spec,med,58396.63,+1.20/-1.28,44.55,+2.46/-1.98,0.493,+0.020/-0.030,2.21,20.28,20.22,20.40,19.88,20.34,19.54,876.4,664,1.32,"MILLIQUAS,QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.661776,Hbeta,44.285314,5100,6376.163710,16.596320
WFST_017336139+19774133,17.33613945502575,19.77413265252832,1.226354748012377,0.0001163121435387,spec,med,59198.95,+3.00/-3.04,322.31,+11.36/-10.57,0.468,+0.012/-0.015,2.31,20.90,20.87,20.85,20.45,20.81,20.45,1486.8,772,1.93,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR2X,-,,,,,,,8.830605,MgII,45.109743,3000,5026.688855,48.489664
WFST_017865323-15661438,17.8653234480165,-15.661437885193234,0.4173932671546936,0.0606520390176773,phot,med,58546.26,+1.65/-1.61,282.39,+15.14/-9.16,0.250,+0.016/-0.022,4.09,20.16,20.09,20.42,19.30,,,1043.9,495,2.11,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_018020053+21800519,18.02005323398916,21.80051880088072,0.2867048907548692,0.0747966480970382,phot,med,59401.95,+2.47/-2.40,198.31,+25.82/-12.14,0.642,+0.062/-0.109,1.79,19.82,19.60,19.69,19.02,19.44,18.64,2024.2,1090,1.86,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_018439684+05064028,18.439683532452648,5.064027993749415,1.121699387397242,0.0003379016298904,spec,med,58942.46,+2.00/-2.07,279.93,+27.35/-15.22,0.621,+0.053/-0.087,1.83,19.69,19.50,19.79,19.26,,,1093.6,825,1.33,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.917285,MgII,45.360766,3000,4643.068269,37.519072
WFST_020552046+38255574,20.55204555035312,38.25557367872195,1.010367751121521,0.0659678673744201,phot,med,58867.89,+2.40/-2.43,394.43,+16.77/-11.80,0.821,+0.024/-0.047,1.51,19.34,19.26,19.34,18.97,19.32,19.05,2070.7,1638,1.26,"QUAIA_G20_5,MILLIQUAS,QZO,GAIA,CATWISE,PS1,WISE_R90",X,-,,,,,,,,,,,,
WFST_024712453+29545434,24.712452963185783,29.5454338308482,1.2944745959989463,0.0002427208437737,spec,med,59107.79,+3.30/-3.40,519.24,+34.20/-22.43,0.515,+0.022/-0.038,2.13,20.24,20.16,20.34,19.72,,,1440.9,817,1.76,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.574692,MgII,45.246816,3000,3394.948884,34.964019
WFST_024786429-06225995,24.786429234505267,-6.225995361595449,1.543149071978739,0.0003646629056276,spec,med,59470.90,+4.56/-4.10,200.78,+9.08/-6.86,0.830,+0.027/-0.052,1.50,19.44,19.35,19.65,19.17,19.68,18.98,1552.7,1195,1.30,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_027836489+23375153,27.83648899905609,23.37515317556469,0.7260726853091786,0.0001229320558794,spec,med,59658.85,+1.78/-2.05,435.27,+7.81/-10.06,0.301,+0.005/-0.006,3.43,20.56,20.54,20.62,20.61,20.65,20.30,2474.8,943,2.62,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_031539441+51823214,31.5394408505128,51.82321436820473,1.0517373085021973,0.0729607348060608,phot,med,59173.15,+2.02/-2.03,156.09,+4.34/-3.90,0.884,+0.015/-0.027,1.44,19.03,18.99,18.83,18.55,18.92,18.53,2052.4,1531,1.34,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_035213554+25157606,35.21355396213945,25.15760602401677,0.4784372552332145,7.673012360999635e-05,spec,med,59420.01,+2.04/-2.03,429.74,+9.72/-9.11,0.311,+0.005/-0.006,3.33,20.38,20.36,20.57,19.89,,,2505.7,911,2.75,"DESI_DR1,QUAIA_G20_5,MILLIQUAS,QZO,GAIA,CATWISE,PS1,WISE_R90",R2X,H,,,,,,,,,,,,
WFST_036392604+13319639,36.39260406317697,13.319639320806496,1.5935799676830753,0.0001006665130035,spec,med,59002.37,+2.18/-2.27,226.93,+6.81/-5.32,0.950,+0.020/-0.033,1.38,18.54,18.49,18.62,18.29,18.41,18.05,1430.9,1066,1.34,"DESI_DR1,LAMOST_DR6_9,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.311093,MgII,46.151076,3000,5397.034,31.802,,,,,,
WFST_036473333+00858620,36.47333307195129,0.8586204948065966,1.817828823353017,0.0003451572755649,spec,med,58956.12,+1.80/-1.85,136.09,+9.64/-6.07,0.956,+0.058/-0.103,1.37,19.10,18.92,19.13,18.94,,,1967.8,1655,1.19,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.996260,MgII,46.008295,3000,3203.013055,20.972010
WFST_037370834+52300390,37.37083350598431,52.3003900087986,2.27414870262146,0.2927939310455323,phot,med,58945.81,+2.46/-2.47,413.21,+15.82/-14.07,0.601,+0.017/-0.026,1.88,20.34,20.29,20.23,19.94,20.56,19.54,1759.5,1552,1.13,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_044026311+46660820,44.02631053050171,46.66082039817784,1.4314125776290894,0.0639648700332641,phot,med,59599.44,+2.69/-2.92,388.90,+13.24/-10.55,0.714,+0.018/-0.031,1.65,19.34,19.29,19.33,18.85,,,1371.0,1141,1.20,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_064586876+01028032,64.5868760361346,1.028032025473016,0.8204880324485604,2.377805219289615e-05,spec,med,58638.49,+1.91/-1.91,230.74,+5.80/-4.76,0.665,+0.015/-0.022,1.74,19.62,19.39,19.32,19.29,,,2507.3,1270,1.97,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_072270718+00998855,72.2707175272261,0.9988554394091652,0.8445636866457635,1.1836611013245587e-05,spec,med,58539.39,+2.15/-2.13,210.62,+5.91/-4.27,0.861,+0.017/-0.033,1.46,18.74,18.69,18.69,18.47,,,2188.1,1543,1.42,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_074820935+22012467,74.8209353,22.0124666,,,unknown,med,59656.63,+0.64/-0.65,156.71,+6.90/-6.23,0.108,+0.008/-0.008,9.34,21.16,21.14,20.74,20.44,,,534.8,370,1.45,WISE_R90,unknown,H,,,,,,,,,,,,
WFST_078449829+69220302,78.44982928170808,69.22030216121604,1.9016046524047847,0.0576263603210449,phot,med,59018.22,+3.11/-3.13,260.63,+12.71/-10.01,0.768,+0.027/-0.046,1.57,19.78,19.71,19.79,19.49,,,1372.7,993,1.38,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_083244328+02799162,83.24432773231706,2.799161526219512,1.1664243,,phot,med,59490.14,+6.02/-6.18,767.12,+86.53/-57.90,0.358,+0.031/-0.042,2.92,20.97,20.85,20.95,20.54,,,564.6,392,1.44,"QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_098633741+49193537,98.63374109789233,49.19353684922177,0.7566172480583191,0.0588219387817383,phot,med,59105.00,+2.15/-2.13,421.22,+81.61/-56.02,0.300,+0.060/-0.058,3.45,21.38,20.53,21.23,20.51,22.03,20.05,1775.9,1103,1.61,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_102509412+46307132,102.50941185759864,46.30713222696271,1.9006572292781296,0.0002937442202357,spec,med,58838.39,+3.42/-3.55,300.02,+29.83/-14.62,0.709,+0.049/-0.093,1.66,19.77,19.60,19.95,19.49,,,1661.1,1299,1.28,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_106427724+29233930,106.42772382610464,29.23393033268345,0.6470078825950623,0.0776137386322021,phot,med,58945.35,+3.70/-3.63,297.52,+13.39/-11.63,0.409,+0.016/-0.020,2.59,20.74,20.69,20.55,20.47,,,922.6,583,1.58,"QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_109670974+27318940,109.67097387385888,27.318939660889665,1.0371859073638916,0.051040045261383,phot,med,59515.22,+1.85/-1.99,267.93,+4.27/-3.67,0.682,+0.010/-0.013,1.71,19.37,19.35,19.15,19.07,19.12,19.10,5039.0,2679,1.88,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_113620342+32849592,113.62034191409369,32.84959170857171,1.8074628768743413,0.0004126540681494,spec,med,58902.35,+3.01/-2.99,299.19,+10.22/-8.92,0.680,+0.014/-0.023,1.71,20.43,20.39,20.55,20.49,,,2693.1,2280,1.18,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR2X,R,,,,,,,9.387638,MgII,45.605899,3000,6698.697762,35.785780
WFST_113890073+17356868,113.8900728188404,17.356867947572397,0.9733023047447203,0.1035226108741759,phot,med,59680.90,+2.66/-2.55,405.45,+56.97/-52.95,0.441,+0.098/-0.077,2.43,20.00,19.25,19.91,19.03,,,1511.9,1004,1.51,"QUAIA_G20_5,MILLIQUAS,QZO,GAIA,CATWISE,PS1,WISE_R90",R,-,,,,,,,,,,,,
WFST_116172192+06583366,116.17219206844226,6.583366364002182,0.408,0.4525154090499879,phot,med,59523.58,+2.48/-2.48,274.29,+29.33/-15.75,0.459,+0.042/-0.065,2.35,19.75,19.56,19.81,19.33,,,1505.4,730,2.06,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,H,,,,,,,,,,,,
WFST_119943758+22979254,119.94375758054096,22.979254085000743,0.3624847746956025,3.575420157161792e-05,spec,med,59282.83,+1.91/-2.15,361.25,+54.41/-42.60,0.467,+0.095/-0.083,2.31,19.55,18.33,19.19,17.65,19.17,17.36,1550.6,1690,0.92,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,-,,,,,,,8.770014,Hbeta,44.724513,5100,5608.916495,55.684771
WFST_121038893+24784005,121.03889322872642,24.78400482759641,1.3620163573934183,0.0001988182195399,spec,med,59543.79,+5.32/-5.44,513.33,+44.97/-31.30,0.418,+0.028/-0.041,2.55,21.05,20.96,21.05,20.51,21.34,20.39,1060.3,855,1.24,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QX,-,,,,,,,9.082652,MgII,45.044009,3000,7041.791893,43.684495
WFST_129231190+09429533,129.23119013675148,9.429533459231129,0.8150571513379132,4.324833163305127e-05,spec,med,58727.94,+1.59/-1.62,269.37,+3.92/-3.52,0.663,+0.006/-0.009,1.75,18.32,18.28,18.20,18.18,,,1447.7,735,1.97,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,H,,,,,,,9.057376,MgII,45.695523,3000,4296.117192,26.369093
WFST_131221936+49043643,131.2219357,49.0436433,1.369,,spec,med,59080.86,+2.07/-2.08,907.17,+87.01/-148.63,0.230,+0.052/-0.021,4.44,21.31,20.67,21.68,20.24,21.54,20.49,1814.3,1179,1.54,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,-,,,,,,,8.952197,MgII,45.234472,3000,5289.471549,54.550924
WFST_134832497+65444477,134.83249706689926,65.44447695594945,0.9073439482201068,9.235207194788676e-05,spec,med,59522.43,+2.24/-2.09,306.29,+5.19/-4.69,1.000,+0.010/-0.019,1.34,18.23,18.17,18.01,17.99,18.16,17.96,3582.3,2636,1.36,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,-,,,,,,,8.996190,MgII,45.764827,3000,3810.645565,23.267124
WFST_135035717+20028500,135.0357166,20.0285001,3.18,,spec,med,59725.06,+4.66/-4.37,285.60,+12.16/-9.46,0.913,+0.028/-0.048,1.41,19.25,19.17,19.09,18.97,19.33,18.93,1332.3,1060,1.26,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,9.440018,CIV,46.605466,1350,5006.802920,23.364088
WFST_139804610+36476099,139.8046104,36.4760994,1.119,,spec,med,58502.96,+1.57/-1.49,125.09,+4.31/-3.73,0.801,+0.019/-0.030,1.53,18.92,18.87,19.02,18.67,19.37,18.75,1714.1,991,1.73,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,H,,,,,,,9.132533,MgII,45.445505,3000,5599.639210,53.706338
WFST_141029710+16438847,141.02971000000002,16.438847,0.826,,spec,med,59150.68,+2.17/-2.16,361.74,+8.82/-7.23,0.755,+0.012/-0.021,1.59,18.33,18.29,18.68,18.43,18.60,18.55,2170.3,1091,1.99,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.267254,MgII,45.148723,3000,8082.074,52.331,8.651569,MgII,45.371335,3000,3393.677361,37.752839
WFST_144108900-03953209,144.10890049344505,-3.953209391044626,0.8881801361625312,2.245906929839999e-05,spec,med,58799.14,+2.46/-2.48,371.37,+20.30/-12.24,0.818,+0.033/-0.063,1.51,18.56,18.39,18.35,18.24,,,1270.9,762,1.67,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_144891909+12953275,144.8919094464937,12.953275338836844,1.9502385891090588,0.0001570173741799,spec,med,59250.70,+2.61/-2.58,558.81,+39.26/-25.90,0.566,+0.031/-0.049,1.97,19.02,18.90,19.20,18.81,19.39,18.48,1265.5,849,1.49,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.643781,MgII,46.119745,3000,6234.038464,30.902328
WFST_145177943+29184739,145.1779428,29.1847387,1.4141544,,spec,med,59468.08,+3.35/-3.57,390.07,+31.11/-19.98,0.666,+0.048/-0.074,1.74,19.68,19.51,19.94,19.47,19.89,19.23,1390.1,1033,1.35,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.466734,MgII,45.452122,3000,2524.08,2.323,,,,,,
WFST_148977508+34332352,148.9775085,34.33235168,1.746000051,,spec,med,59525.00,+2.01/-2.03,360.75,+5.02/-4.62,0.730,+0.007/-0.008,1.63,18.27,18.26,18.65,18.17,18.87,17.87,6083.4,1138,5.35,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.165029,MgII,45.896283,3000,4213.731,18.843,9.791935,MgII,46.435073,3000,5903.296136,20.327432
WFST_153375557+48822767,153.3755566,48.8227672,0.965,,spec,med,58555.90,+1.59/-1.59,155.97,+4.85/-3.80,0.875,+0.020/-0.038,1.45,19.05,18.99,19.17,18.88,19.30,18.94,4714.5,2769,1.70,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.731176,MgII,45.367230,3000,3730.326361,28.207850
WFST_154525005+43343689,154.5250054,43.3436894,1.799,,spec,med,59462.57,+2.34/-2.46,295.06,+9.70/-7.17,0.899,+0.021/-0.040,1.42,18.33,18.26,18.59,18.31,18.66,18.08,1467.7,1456,1.01,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QX,-,,,,,,,9.390003,MgII,46.051985,3000,4885.242449,48.680092
WFST_154760773+74149535,154.76077281494162,74.14953478579305,1.4645737409591677,0.0782488444709776,phot,med,58862.13,+2.80/-2.75,287.33,+6.38/-6.48,0.643,+0.009/-0.010,1.79,19.52,19.50,19.78,19.28,,,1818.5,965,1.88,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_156744199+31272951,156.74419931680487,31.272951194990345,0.777999997138977,,spec,med,59103.27,+0.89/-1.16,633.54,+16.65/-68.64,0.215,+0.018/-0.005,4.74,20.60,20.48,20.53,20.53,20.62,20.35,2802.6,974,2.88,"JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.864308,MgII,44.612433,3000,7452.459789,109.915903
WFST_161175668+38215894,161.17566802399534,38.215894183669,2.0685918663071843,7.657399937904672e-05,spec,med,58935.67,+2.30/-2.24,172.68,+5.09/-4.61,0.949,+0.016/-0.030,1.38,18.89,18.84,19.14,18.82,19.24,18.59,1998.9,1379,1.45,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QX,-,9.232384,CIV,46.093436,1350,5388.049,2.927,9.117121,CIV,46.562036,1350,3545.037518,30.382638
WFST_166581683+08594976,166.58168341328442,8.594975650777323,0.2717708350955125,3.081038730332219e-05,spec,med,59820.04,+2.48/-2.57,262.21,+11.65/-9.26,0.415,+0.020/-0.026,2.56,20.25,20.21,20.24,19.67,20.25,19.28,966.2,510,1.89,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_167909623+58765936,167.90962335648163,58.7659356528326,1.0521048943099065,0.000451636831784,spec,med,58869.68,+3.03/-2.90,169.07,+8.19/-6.03,0.998,+0.033/-0.062,1.34,19.10,19.00,19.09,18.78,19.34,18.83,1564.7,1305,1.20,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.372902,MgII,45.377467,3000,2451.523316,20.771211
WFST_170698027+25312704,170.69802705834834,25.312703962920583,1.14410119947082,0.0001608098221736,spec,med,58964.74,+1.70/-1.73,262.35,+10.06/-6.67,0.669,+0.019/-0.036,1.74,19.08,19.01,19.29,18.76,19.45,18.80,2227.0,1299,1.71,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_173252157+56138804,173.2521572,56.1388038,1.149,,spec,med,59401.34,+3.70/-3.73,239.36,+8.17/-6.42,1.003,+0.022/-0.040,1.34,18.81,18.75,18.82,18.51,18.86,18.51,1203.1,1249,0.96,"MILLIQUAS,QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1,WISE_R90",QRX,-,,,,,,,9.303756,MgII,45.780973,3000,5367.551345,18.807511
WFST_174477682+38819705,174.4776822286702,38.8197053527955,1.0640728349120063,0.0001482740961903,spec,med,58958.24,+1.97/-2.03,182.26,+5.67/-4.91,0.879,+0.016/-0.029,1.44,19.05,18.79,18.65,18.60,18.86,18.75,2173.1,881,2.47,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.272740,MgII,45.541336,3000,6145.482007,38.891252
WFST_178928323+59003834,178.9283230823906,59.00383416513998,0.7508277297019958,0.0897402104091644,phot,med,58456.84,+2.00/-2.07,223.51,+8.17/-7.22,0.388,+0.011/-0.016,2.72,21.10,20.99,21.13,21.09,,,1224.4,732,1.67,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,H,,,,,,,,,,,,
WFST_179292054+26353969,179.29205361143744,26.35396929269984,1.0893223588372465,0.0002242913072116,spec,med,59463.00,+8.37/-10.01,212.92,+18.17/-13.96,0.367,+0.052/-0.055,2.86,,,21.18,21.05,,,457.2,266,1.72,"DESI_DR1,QZO",unknown,-,,,,,,,,,,,,
WFST_181416958+43861318,181.4169581,43.8613176,0.935,,spec,med,59257.48,+2.65/-2.66,356.43,+9.37/-8.78,0.508,+0.010/-0.011,2.15,20.44,20.43,20.36,20.20,20.31,20.20,1906.0,958,1.99,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",QR,-,,,,,,,9.227136,MgII,44.963688,3000,8806.936658,42.672861
WFST_182672911+26631790,182.67291058482385,26.631790129011808,1.336032152175903,0.0686941842460632,phot,med,59494.74,+2.23/-2.14,325.66,+8.07/-7.65,0.601,+0.012/-0.015,1.88,20.23,20.20,20.21,19.78,20.09,19.85,2080.5,1346,1.55,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_187091736+41607486,187.0917357967161,41.60748608529568,1.1200000047683716,,spec,med,59225.80,+2.05/-2.14,255.15,+9.14/-6.86,0.666,+0.016/-0.031,1.74,19.93,19.87,19.97,19.54,20.33,19.53,2055.3,1399,1.47,"JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.155122,MgII,45.075547,3000,7484.130151,58.871412
WFST_188004189+35371677,188.00418878527248,35.37167656045025,1.2170273416948474,0.0004717283714117,spec,med,59425.43,+3.81/-4.00,867.11,+48.93/-139.68,0.321,+0.026/-0.014,3.24,20.82,20.79,20.86,20.34,20.74,20.40,1685.2,1037,1.63,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.424679,MgII,45.132307,3000,9802.218903,48.011419
WFST_188470106-05158811,188.470106084674,-5.158811446628196,1.7759314034809273,0.000447008611372,spec,med,59342.97,+2.16/-2.00,160.65,+8.22/-7.46,0.404,+0.013/-0.017,2.62,20.36,20.32,20.26,20.16,20.44,19.90,858.2,311,2.76,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_189237874+22272277,189.2378737740381,22.27227740212993,1.3026576042175293,0.0712978711509704,phot,med,59333.11,+2.50/-2.36,160.66,+5.61/-5.14,0.805,+0.015/-0.029,1.53,19.43,19.39,19.59,19.21,19.68,19.25,2210.9,1192,1.85,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_190475100+57352044,190.4751003301454,57.35204427522444,0.5837490344937766,7.370485410502718e-05,spec,med,58521.56,+2.04/-2.07,170.29,+3.46/-2.91,0.956,+0.014/-0.021,1.38,18.15,18.12,18.27,18.18,18.44,18.08,3364.0,1555,2.16,"DESI_DR1,JPLUSDR3,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,-,,,,,,,8.104864,Hbeta,45.029050,5100,2188.614246,105.625209
WFST_193269756+76091412,193.2697561591286,76.09141180034747,0.5210879179324328,0.0001071026869521,spec,med,59364.58,+2.59/-2.61,298.44,+5.73/-5.09,0.755,+0.010/-0.017,1.59,19.02,18.99,19.26,19.01,19.37,18.81,2946.2,2060,1.43,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_195462272+18008353,195.4622722,18.0083532,2.42,,spec,med,59693.79,+4.25/-4.36,167.14,+10.42/-6.93,1.026,+0.046/-0.093,1.32,18.75,18.62,18.82,18.45,18.96,18.41,1313.1,1242,1.06,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.351309,CIV,46.396487,1350,5135.532273,32.178923
WFST_202980730+15577157,202.9807299,15.5771568,0.769,,spec,med,59295.66,+2.36/-2.33,209.36,+26.41/-13.02,0.875,+0.085/-0.148,1.45,18.71,18.43,18.82,18.45,18.92,18.45,2404.5,1406,1.71,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.018551,MgII,44.759615,3000,8012.996,47.592,,,,,,
WFST_203124539+02961177,203.1245392617659,2.961176766907979,1.05855742824761,0.000235070964395,spec,med,59553.61,+2.19/-2.27,332.83,+10.48/-7.98,0.725,+0.016/-0.029,1.64,18.88,18.83,18.90,18.68,19.12,18.71,949.0,658,1.44,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,9.171594,MgII,45.006459,3000,8012.996,63.686,9.142121,MgII,45.309704,3000,6238.099022,31.265733
